id|created_at|created_at_datetime|created_at_datetime_shift|from_user|from_user_id|from_user_id_str|from_user_name|id_str|in_reply_to_status_id|in_reply_to_status_id_str|iso_language_code|latitude|location|longitude|profile_image_url|profile_image_url_https|source|text|to_user|to_user_id|to_user_id_str|to_user_name|type
182792589655818240|Thu, 22 Mar 2012 11:35:24 +0000|03/22/2012 11:35:24|+0000|UKTestingJobs|116412177|116412177|Technojobs Limited|182792589655818240|||en||London||http://a0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|https://si0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;|#jobs #test Network Design Engineer: Salary/Rate: NegotiableLocation: newcastle upon tyneOur client a global tel... http://t.co/kw346OYQ|||||
182792590528221185|Thu, 22 Mar 2012 11:35:24 +0000|03/22/2012 11:35:24|+0000|UKTestingJobs|116412177|116412177|Technojobs Limited|182792590528221185|||en||London||http://a0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|https://si0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;|#jobs #test Software/System Integration Engineer: Salary/Rate: NegotiableLocation: franceMy client, a multi nati... http://t.co/Rpyz36HR|||||
182792591589388288|Thu, 22 Mar 2012 11:35:24 +0000|03/22/2012 11:35:24|+0000|UKTestingJobs|116412177|116412177|Technojobs Limited|182792591589388288|||en||London||http://a0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|https://si0.twimg.com/profile_images/1891277453/TJ-stripes_normal.jpg|&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;|#jobs #test Data Centre Shift Leader: Salary/Rate: £35000 - £37000Location: south eastA Data Centre Shift Leader... http://t.co/louxGvoL|||||
182793226435043328|Thu, 22 Mar 2012 11:37:55 +0000|03/22/2012 11:37:55|+0000|Hannes2000|241319155|241319155|Hannes T|182793226435043328|||sv||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test venus http://t.co/L8SUDmqb #shop #tests venus kaufen|||||
182793729365643264|Thu, 22 Mar 2012 11:39:55 +0000|03/22/2012 11:39:55|+0000|winzerwein|325807380|325807380|wein|182793729365643264|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich Weinversand http://t.co/5lN712qJ #shop #test Weinversand|||||
182795751108251648|Thu, 22 Mar 2012 11:47:57 +0000|03/22/2012 11:47:57|+0000|Hannes2000|241319155|241319155|Hannes T|182795751108251648|||nl||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test wÃ¤schetrockner test http://www.in-brd.de/wÃ¤schetrockner+test #shop #tests wÃ¤schetrockner test kaufen|||||
182795771450638336|Thu, 22 Mar 2012 11:48:02 +0000|03/22/2012 11:48:02|+0000|winzerwein|325807380|325807380|wein|182795771450638336|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich multivitaminsaft http://t.co/9A9wEhC7 #shop #test multivitaminsaft|||||
182795771551293441|Thu, 22 Mar 2012 11:48:02 +0000|03/22/2012 11:48:02|+0000|Hannes2000|241319155|241319155|Hannes T|182795771551293441|||en||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test mixer software gratis download http://t.co/bsnfnc50 #shop #tests mixer software gratis download kaufen|||||
182795776026607616|Thu, 22 Mar 2012 11:48:03 +0000|03/22/2012 11:48:03|+0000|trends_Internet|241469602|241469602|dieter s|182795776026607616|||de||||http://a0.twimg.com/profile_images/1223885367/dieter_normal.jpg|https://si0.twimg.com/profile_images/1223885367/dieter_normal.jpg|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Alex Tweets&lt;/a&gt;|#Toner-Kassette (COLORLASERJETSERIE) für Hewlett Packard Drucker / Fax #preisvergleich http://t.co/ywDzkwfA Bewertung eBay.de #test #Hewlett|||||
182795876165615616|Thu, 22 Mar 2012 11:48:27 +0000|03/22/2012 11:48:27|+0000|Pappachilly22|490018246|490018246|Patrick Smith|182795876165615616|||en||||http://a0.twimg.com/profile_images/1821301727/JdnlwyvM_normal|https://si0.twimg.com/profile_images/1821301727/JdnlwyvM_normal|&lt;a href=&quot;http://twitter.com/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;|When u wake up on the morning of a #test u just feel bad|||||
182796275056521217|Thu, 22 Mar 2012 11:50:02 +0000|03/22/2012 11:50:02|+0000|megatest|15578924|15578924|megatest|182796275056521217|||sv||Germany||http://a0.twimg.com/profile_images/57150553/megatest_logo_normal.jpg|https://si0.twimg.com/profile_images/57150553/megatest_logo_normal.jpg|&lt;a href=&quot;http://www.logat.de&quot; rel=&quot;nofollow&quot;&gt;Logat CMS&lt;/a&gt;|#Neu auf #MEGATEST: #360°Berlin - #Android-App. #Test #Testberichte http://t.co/GAFgq4nc|||||
182796537473146880|Thu, 22 Mar 2012 11:51:05 +0000|03/22/2012 11:51:05|+0000|8IRRUE|304755232|304755232|irma sd'cahyani|182796537473146880|||lt||Bandung, West Java||http://a0.twimg.com/profile_images/1922616966/8IRRUE_1434190511375011126_normal.jpg|https://si0.twimg.com/profile_images/1922616966/8IRRUE_1434190511375011126_normal.jpg|&lt;a href=&quot;http://www.writelonger.com&quot; rel=&quot;nofollow&quot;&gt;Write Longer&lt;/a&gt;|post to fb #test|||||
182797533255442432|Thu, 22 Mar 2012 11:55:02 +0000|03/22/2012 11:55:02|+0000|CrnoJaje|404121740|404121740|Crno Jaje|182797533255442432|||pl||Vaši snovi||http://a0.twimg.com/profile_images/1817010433/avatar2_normal.png|https://si0.twimg.com/profile_images/1817010433/avatar2_normal.png|&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;|[ZG/RI/ZD] Test intolerancije na hranu za Vaše zdravlje i ljepotu! Uz 54% popusta u Zagrebu, Rijeci i Zadru! - http://t.co/ftRCwT7r #test|||||
182797539777581056|Thu, 22 Mar 2012 11:55:04 +0000|03/22/2012 11:55:04|+0000|cutiee_meeh|340764451|340764451|Say CHEESE=)|182797539777581056|||en||Columbus Georgia||http://a0.twimg.com/profile_images/1907550195/A9e4GxLb_normal|https://si0.twimg.com/profile_images/1907550195/A9e4GxLb_normal|&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;|Pray foee me #test timee|||||
182798259587252224|Thu, 22 Mar 2012 11:57:55 +0000|03/22/2012 11:57:55|+0000|Hannes2000|241319155|241319155|Hannes T|182798259587252224|||de||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test gefrierschrank gebraucht http://t.co/oIh5qs8s #shop #tests gefrierschrank gebraucht kaufen|||||
182798533873770496|Thu, 22 Mar 2012 11:59:01 +0000|03/22/2012 11:59:01|+0000|amythamy|133687797|133687797|τsαŗα mumταzi islamч|182798533873770496|||en||geseran dong.||http://a0.twimg.com/profile_images/1933251507/IMG-20120310-01070_normal.jpg|https://si0.twimg.com/profile_images/1933251507/IMG-20120310-01070_normal.jpg|&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;|RT @ekaotto: nothing. #test “ @gennasatria: (҂'̀⌣'́)9 RT @zazadia: Nothing become Something if you post it on twitter”|||||
182798906197942272|Thu, 22 Mar 2012 12:00:30 +0000|03/22/2012 12:00:30|+0000|ZulAdiWahab|347581716|347581716|Zulfikar AdityaWahab|182798906197942272|||nl||bekasi,jawabarat,indonesia||http://a0.twimg.com/profile_images/1854908003/296064_256112474428822_100000902134757_780374_1972934498_n_normal.jpg|https://si0.twimg.com/profile_images/1854908003/296064_256112474428822_100000902134757_780374_1972934498_n_normal.jpg|&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;|#Test..|||||
182798943489499136|Thu, 22 Mar 2012 12:00:39 +0000|03/22/2012 12:00:39|+0000|anadwinova|489065732|489065732|anadwinova|182798943489499136|||pt||meddhan,indonesia||http://a0.twimg.com/profile_images/1818894745/302041_249664861736182_100000780091553_600539_1452635307_n_normal.jpg|https://si0.twimg.com/profile_images/1818894745/302041_249664861736182_100000780091553_600539_1452635307_n_normal.jpg|&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;|#TEST|||||
182798996882984963|Thu, 22 Mar 2012 12:00:51 +0000|03/22/2012 12:00:51|+0000|Gabii_zinhaw|223926463|223926463|Gabriella Mary|182798996882984963|||pt||||http://a0.twimg.com/profile_images/1830901803/image_normal.jpg|https://si0.twimg.com/profile_images/1830901803/image_normal.jpg|&lt;a href=&quot;http://instagr.am&quot; rel=&quot;nofollow&quot;&gt;instagram&lt;/a&gt;|Nunca pensei que no 8 ano eu iria fazer a mesma conta que fazia no 6 lkkkk :) #math #hate #test http://t.co/UUrG8QHZ|||||
182799013546962945|Thu, 22 Mar 2012 12:00:55 +0000|03/22/2012 12:00:55|+0000|winzerwein|325807380|325807380|wein|182799013546962945|||de||||http://a0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|https://si0.twimg.com/profile_images/1417937266/weinflasche_normal.jpg|&lt;a href=&quot;http://www.wein-24.com/&quot; rel=&quot;nofollow&quot;&gt;Weine und Winzer&lt;/a&gt;|#Preisvergleich pro wein 2011 http://t.co/0wYrO2vI #shop #test pro wein 2011|||||
182799279969144833|Thu, 22 Mar 2012 12:01:59 +0000|03/22/2012 12:01:59|+0000|trends_Internet|241469602|241469602|dieter s|182799279969144833|||de||||http://a0.twimg.com/profile_images/1223885367/dieter_normal.jpg|https://si0.twimg.com/profile_images/1223885367/dieter_normal.jpg|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Alex Tweets&lt;/a&gt;|#Olympus FE-4040 Digitalkamera #preisvergleich http://t.co/EmAYTziD Bewertung eBay.de #test #Olympus|||||
182800776693940224|Thu, 22 Mar 2012 12:07:56 +0000|03/22/2012 12:07:56|+0000|Hannes2000|241319155|241319155|Hannes T|182800776693940224|||sv||||http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png|&lt;a href=&quot;http://www.trends-im-web.de&quot; rel=&quot;nofollow&quot;&gt;Trends im Web&lt;/a&gt;|#Test ceranfeld http://t.co/2GxU735n #shop #tests ceranfeld kaufen|||||
